name_a,name_b,score,ortho_sim,phon_sim,manual_review_ok
halconl Dx,lullonl Dx,0.7683,0.7000,0.8366,
Voligel,Voligel Max,0.7682,0.6364,0.9000,
Calboral Dx,Cora DX,0.7682,0.6364,0.9000,
gaviflux,Gavitfx,0.7681,0.6250,0.9111,
Bilfastl,Bilista,0.7681,0.6250,0.9111,
gaviflux,gavilac,0.7681,0.6250,0.9111,
Trocar SR,vurocare S R,0.7679,0.6667,0.8690,
Ecosprin,Ecosprin Plus,0.7677,0.6154,0.9200,
Renova,Renova XR,0.7667,0.6667,0.8667,
Terbi max,Terbia,0.7667,0.6667,0.8667,
A-Flux,K-flex,0.7667,0.6667,0.8667,
alafix,Ulfix,0.7667,0.6667,0.8667,
Bilau,Bilaxe,0.7667,0.6667,0.8667,
Billi,Biltin,0.7667,0.6667,0.8667,
Brodin,Bromen,0.7667,0.6667,0.8667,
Calbon,Calnor,0.7667,0.6667,0.8667,
clarin,Glasin,0.7667,0.6667,0.8667,
Clopid,Klobid,0.7667,0.6667,0.8667,
Emazid,Emetid,0.7667,0.6667,0.8667,
Esahil,Esotil,0.7667,0.6667,0.8667,
esohil,Esoral,0.7667,0.6667,0.8667,
Esoral,Esotil,0.7667,0.6667,0.8667,
Fenix,Fensiv,0.7667,0.6667,0.8667,
Geslon,Gestin,0.7667,0.6667,0.8667,
K-flex,V-plex,0.7667,0.6667,0.8667,
K-flex,Wiflex,0.7667,0.6667,0.8667,
Linax,Lindac,0.7667,0.6667,0.8667,
M-Kast,M.kant,0.7667,0.6667,0.8667,
Merdin,Mervan,0.7667,0.6667,0.8667,
Normal,Norsol,0.7667,0.6667,0.8667,
Normal,Nurnal,0.7667,0.6667,0.8667,
Pregan,premac,0.7667,0.6667,0.8667,
Priten,Profen,0.7667,0.6667,0.8667,
abicon max,Biscor max,0.7667,0.7000,0.8333,
coral cal,coral rd,0.7667,0.6667,0.8667,
Coralex DX,Coralgue D,0.7667,0.6000,0.9333,
Esmax,zimax,0.7667,0.6000,0.9333,
Flamfix,flemex,0.7663,0.5714,0.9611,
coral,Coralcal,0.7658,0.6250,0.9067,
Zymet,Zymetpro,0.7658,0.6250,0.9067,
Anset,anustat,0.7657,0.5714,0.9600,
Ansilou,Ansulin,0.7657,0.5714,0.9600,
Bildent,Biltin,0.7657,0.5714,0.9600,
Delfian,Delfnj,0.7657,0.5714,0.9600,
Doxiva,Doxoven,0.7657,0.5714,0.9600,
Doxoven,doxva,0.7657,0.5714,0.9600,
Fenix-V,Finix,0.7657,0.5714,0.9600,
Ferix-V,Feryx,0.7657,0.5714,0.9600,
fimix,Fimoxyl,0.7657,0.5714,0.9600,
Maxirra,Maxrin,0.7657,0.5714,0.9600,
Nexemig,Nexum,0.7657,0.5714,0.9600,
Triptin,Trypt,0.7657,0.5714,0.9600,
Ravliflex,Rodiflex,0.7655,0.6667,0.8643,
coral cal d,coral rd,0.7640,0.6364,0.8917,
Esomand,Esomax,0.7638,0.7143,0.8133,
halconf,halcorl,0.7638,0.7143,0.8133,
Napronex,Napxon,0.7636,0.6250,0.9022,
Alrin,Arlin,0.7625,0.6000,0.9250,
bengel,Bron Gel,0.7625,0.6250,0.9000,
Dexa,Drexy,0.7625,0.6000,0.9250,
Fexo,Flexi,0.7625,0.6000,0.9250,
Nenvopex,Neuvoxew,0.7625,0.6250,0.9000,
Alben,Albumin,0.7624,0.5714,0.9533,
Anodol,Antazol,0.7624,0.5714,0.9533,
Doximev,Doxiva,0.7624,0.5714,0.9533,
Prestal,Purisal,0.7624,0.5714,0.9533,
Comlricid,Comprid,0.7622,0.6667,0.8578,
ketoflax,Ketorolac,0.7622,0.6667,0.8578,
cap. Folzim,Cap. zif,0.7615,0.6364,0.8867,
cap. Folzin,Cap. zif,0.7615,0.6364,0.8867,
Cora DX,Coralex DX,0.7611,0.7000,0.8222,
coral cal,Corulcal-D,0.7611,0.6000,0.9222,
coral rd,Coralgue D,0.7611,0.6000,0.9222,
Coraleal,Corulcal-D,0.7611,0.6000,0.9222,
Gestin,Gestirenol,0.7611,0.6000,0.9222,
Maxsulin,Maxuline-R,0.7611,0.6000,0.9222,
Flemex Plus,linax plus,0.7603,0.6364,0.8843,
Flemex Plus,linux plus,0.7603,0.6364,0.8843,
Amino Plm,Aminosol,0.7600,0.6667,0.8533,
coral cal d,Coraleal,0.7598,0.6364,0.8833,
Tab. Etorx,Tab. Naprox,0.7598,0.6364,0.8833,
Denixil,Devixi,0.7596,0.7143,0.8050,
Hepanor,Hexinor,0.7596,0.7143,0.8050,
Heranor,Hexinor,0.7596,0.7143,0.8050,
Ginoba,Gintabac,0.7592,0.6250,0.8933,
Pelverin,Plagrin,0.7592,0.6250,0.8933,
Bilfast,Bilista,0.7590,0.5714,0.9467,
Fenix-V,Fensiv,0.7590,0.5714,0.9467,
Fluelox,Flux,0.7590,0.5714,0.9467,
Fluelox,Fylox,0.7590,0.5714,0.9467,
Toramax,Torex,0.7590,0.5714,0.9467,
Toramax,Torix,0.7590,0.5714,0.9467,
Toramex,Torix,0.7590,0.5714,0.9467,
Amilin,Anlin,0.7583,0.6667,0.8500,
Amilin,Arlin,0.7583,0.6667,0.8500,
Amilin,atlin,0.7583,0.6667,0.8500,
Analac,Avolac,0.7583,0.6667,0.8500,
Deixil,Devixi,0.7583,0.6667,0.8500,
Deixl,Devixi,0.7583,0.6667,0.8500,
Emetid,Esotid,0.7583,0.6667,0.8500,
Nabu,Nalbun,0.7583,0.6667,0.8500,
Roclav,Rolae,0.7583,0.6667,0.8500,
Drexy,Rex,0.7583,0.6000,0.9167,
Endever,Entecavir,0.7583,0.5556,0.9611,
Rex,Torex,0.7583,0.6000,0.9167,
Tab. Neobean,Tab. Neuro-B,0.7583,0.5833,0.9333,
Ceftadixime,Cefuroxime,0.7579,0.6364,0.8794,
K-flam,K-flex,0.7575,0.6667,0.8483,
Fremit,Frenxit,0.7571,0.7143,0.8000,
Indever f,Indevex,0.7571,0.6667,0.8476,
Neobion,nerrion,0.7571,0.7143,0.8000,
Anfrocef,Furocef,0.7569,0.6250,0.8889,
corox,Cyclorox,0.7569,0.6250,0.8889,
Desolon,Dezlo,0.7565,0.5714,0.9417,
Luminus,Lumona,0.7565,0.5714,0.9417,
mecol,Megulol,0.7565,0.5714,0.9417,
mecol,mucolyt,0.7565,0.5714,0.9417,
Reset,Roseton,0.7565,0.5714,0.9417,
Revarol,Revere,0.7565,0.5714,0.9417,
Costan,Creston,0.7557,0.5714,0.9400,
Denixil,Dexila,0.7557,0.5714,0.9400,
Devixil,Dexila,0.7557,0.5714,0.9400,
dulox,Duralax,0.7557,0.5714,0.9400,
Fimoxyl,Fixal,0.7557,0.5714,0.9400,
Lelox,Lubilox,0.7557,0.5714,0.9400,
Lelox,lufilox,0.7557,0.5714,0.9400,
Bilan,Billi,0.7556,0.6000,0.9111,
Bilau,Bilon,0.7556,0.6000,0.9111,
Billi,Bilon,0.7556,0.6000,0.9111,
Cef-,Cefim,0.7556,0.6000,0.9111,
Napa,napro,0.7556,0.6000,0.9111,
Remac,Remmo,0.7556,0.6000,0.9111,
Rohie,Rohuf,0.7556,0.6000,0.9111,
Rolae,Rolip,0.7556,0.6000,0.9111,
Seclo,Seko,0.7556,0.6000,0.9111,
Torat,Tory,0.7556,0.6000,0.9111,
Temlonil,Tendonil,0.7550,0.7500,0.7600,
Carulcal D,Coralcalry,0.7548,0.6000,0.9095,
Tab. cifotil,Tab. Geofoenil,0.7548,0.6429,0.8667,
Calboral Dx,Calcor-Dx,0.7547,0.6364,0.8730,
coral,coral rd,0.7542,0.6250,0.8833,
coral,coral-dx,0.7542,0.6250,0.8833,
napro,Napronex,0.7542,0.6250,0.8833,
napro,Naproxen,0.7542,0.6250,0.8833,
Telmiaip,Telmiva,0.7542,0.6250,0.8833,
Anstouit,Aristovit,0.7533,0.6667,0.8400,
Rivo,Rivyox,0.7533,0.6667,0.8400,
Ulfix,uliv,0.7533,0.6000,0.9067,
Clacef,Clavusef,0.7525,0.6250,0.8800,
Filmet,vildamet,0.7525,0.6250,0.8800,
Raditril,Rivotril,0.7525,0.6250,0.8800,
Todol,Tomdolin,0.7525,0.6250,0.8800,
Todol,trodolin,0.7525,0.6250,0.8800,
Vifas,Vorifast,0.7525,0.6250,0.8800,
viglimef,vildamef,0.7525,0.6250,0.8800,
viglimet,vildamet,0.7525,0.6250,0.8800,
Bilan,Bilozin,0.7524,0.5714,0.9333,
Creston,Roseton,0.7524,0.5714,0.9333,
Drexy,Medroxy,0.7524,0.5714,0.9333,
Farofew,Farpev,0.7524,0.5714,0.9333,
Farofew,Furocef,0.7524,0.5714,0.9333,
Feufiv,fevaliv,0.7524,0.5714,0.9333,
flacol,Fluclox,0.7524,0.5714,0.9333,
Fluelox,lufilox,0.7524,0.5714,0.9333,
Itoklav,tyclav,0.7524,0.5714,0.9333,
Levox,Zolivox,0.7524,0.5714,0.9333,
Ligazid,liquid,0.7524,0.5714,0.9333,
Prestal,Rostil,0.7524,0.5714,0.9333,
Prestel,Rostil,0.7524,0.5714,0.9333,
Tab. Calbo,Tb. Calboral-D,0.7524,0.5714,0.9333,
Thyrox,zithrox,0.7524,0.5714,0.9333,
viodin,vitabin,0.7524,0.5714,0.9333,
Inderen,Indevex,0.7521,0.7143,0.7900,
Cora DX,Cora Dx vitr,0.7517,0.5833,0.9200,
Fixcef Plus,Flemex Plus,0.7515,0.6364,0.8667,
Tab. Naprox,Tab.Neuro,0.7515,0.6364,0.8667,
Toradolin,Triolon,0.7511,0.5556,0.9467,
Cefixim,Cefuroximee,0.7505,0.5455,0.9556,
amdoral,Amlocal,0.7505,0.7143,0.7867,
Bilfast,Biltant,0.7505,0.7143,0.7867,
progest,prosesf,0.7505,0.7143,0.7867,
Nidipine SR,Nifin SR,0.7503,0.6364,0.8643,
Nidipine SR,nintoin sr,0.7503,0.6364,0.8643,
coral-dx,Coralcal,0.7503,0.6250,0.8756,
Dexfacar,dexnaaf,0.7503,0.6250,0.8756,
Dexfacar,dextac,0.7503,0.6250,0.8756,
Maxrin,Maxsulin,0.7503,0.6250,0.8756,
Montelm,Montrlon,0.7503,0.6250,0.8756,
moxibac,Moxigram,0.7503,0.6250,0.8756,
Abicon,abicon max,0.7500,0.6000,0.9000,
Alben,Calbon,0.7500,0.6667,0.8333,
Alben,Nalbun,0.7500,0.6667,0.8333,
Alc,Auolac,0.7500,0.5000,1.0000,
Alcef,Clacef,0.7500,0.6667,0.8333,
Algin Plus,Algin Sorg,0.7500,0.6000,0.9000,
Alrin,clarin,0.7500,0.6667,0.8333,
Anstouit,anustat,0.7500,0.5000,1.0000,
Asynta,Asynta max,0.7500,0.6000,0.9000,
Axim,Maxima,0.7500,0.6667,0.8333,
Biscor,Biscor max,0.7500,0.6000,0.9000,
Bisnen,visnon,0.7500,0.6667,0.8333,
Calbon,Nalbun,0.7500,0.6667,0.8333,
D-cap,docopa,0.7500,0.5000,1.0000,
Defalin,Dophylin,0.7500,0.5000,1.0000,
Deixl,Dexila,0.7500,0.5000,1.0000,
Devixi,Tevox,0.7500,0.5000,1.0000,
dmiden,Omidon,0.7500,0.6667,0.8333,
etorac,Torax,0.7500,0.6667,0.8333,
Flv,folive,0.7500,0.5000,1.0000,
Fuclav,Roclav,0.7500,0.6667,0.8333,
Fuclav,tyclav,0.7500,0.6667,0.8333,
Histat,Nystat,0.7500,0.6667,0.8333,
osec,ossica,0.7500,0.5000,1.0000,
Roclav,tyclav,0.7500,0.6667,0.8333,
temo,tomy,0.7500,0.5000,1.0000,
aeropen,Aropens,0.7488,0.7143,0.7833,
Aropens,faropen,0.7488,0.7143,0.7833,
calcor,halcorl,0.7488,0.7143,0.7833,
clarin,Plagrin,0.7488,0.7143,0.7833,
Creston,Geston,0.7488,0.7143,0.7833,
Deslong,Geslon,0.7488,0.7143,0.7833,
Emistat,Histat,0.7488,0.7143,0.7833,
Aaxius,Gavisus,0.7482,0.5714,0.9250,
Newoxew,Nexe,0.7482,0.5714,0.9250,
rechnol,renal,0.7482,0.5714,0.9250,
Reconil,renal,0.7482,0.5714,0.9250,
renal,Retinol,0.7482,0.5714,0.9250,
Calboral D,Kalorl Dx,0.7476,0.6000,0.8952,
Tryptin,Tryptin Plus,0.7472,0.5833,0.9111,
Cefixime,ceftazidime,0.7471,0.6364,0.8578,
Delfian,Delfrnz,0.7468,0.5714,0.9222,
Fluclox,Flux,0.7468,0.5714,0.9222,
Fluclox,Fylox,0.7468,0.5714,0.9222,
Max Pro,Maxirra,0.7468,0.5714,0.9222,
Alben,Algend,0.7467,0.6667,0.8267,
Defalin,Defcalivo,0.7467,0.6667,0.8267,
Emetid,Emezrd,0.7467,0.6667,0.8267,
metaconil,Metaomol,0.7467,0.6667,0.8267,
Napryn,Napxon,0.7467,0.6667,0.8267,
Profen,Pronex,0.7467,0.6667,0.8267,
Tab. Neuro-B,Tab. Normen,0.7464,0.5833,0.9095,
Nafro A plus,Naprosin Plus,0.7462,0.6923,0.8000,
Ascobex,Escolex,0.7460,0.7143,0.7778,
Farofew,faropen,0.7460,0.7143,0.7778,
Kinate,Minnate,0.7460,0.7143,0.7778,
Pro Gio,probio,0.7460,0.7143,0.7778,
Pro Gio,Protio,0.7460,0.7143,0.7778,
protein,Protio,0.7460,0.7143,0.7778,
Antazol,Fentizol,0.7458,0.6250,0.8667,
Becobion,Bicozin,0.7458,0.6250,0.8667,
Calamine,clarin,0.7458,0.6250,0.8667,
Calamine,glanine,0.7458,0.6250,0.8667,
Calamine,Glarine,0.7458,0.6250,0.8667,
Cefaclav,Rofuclav,0.7458,0.6250,0.8667,
cefazid,Cewfilid,0.7458,0.6250,0.8667,
Cefixime,Rofixim,0.7458,0.6250,0.8667,
Cefrid,Cewfilid,0.7458,0.6250,0.8667,
Cifaclav,Kefuclav,0.7458,0.6250,0.8667,
Cifaclav,Rofuclav,0.7458,0.6250,0.8667,
Creston,Norestin,0.7458,0.6250,0.8667,
Flexibac,Flexinor,0.7458,0.6250,0.8667,
Furocef,furonaaf,0.7458,0.6250,0.8667,
herpex,Neruopex,0.7458,0.6250,0.8667,
Melpred,Solupred,0.7458,0.6250,0.8667,
Neurocet,Neurou,0.7458,0.6250,0.8667,
Neurolin,Neurou,0.7458,0.6250,0.8667,
Roclav,ROlac,0.7458,0.6667,0.8250,
Telmiaip,Telmicard,0.7458,0.6667,0.8250,
Telmicard,Telmiva,0.7458,0.6667,0.8250,
emi-xit,emixef,0.7457,0.5714,0.9200,
radiflex,Radiflex rafid,0.7457,0.5714,0.9200,
Rasiflex,Rausiflex Plus,0.7457,0.5714,0.9200,
Reserux-SR,Rexrisx-SR,0.7452,0.6000,0.8905,
Dekalin,Delcalen,0.7450,0.6250,0.8650,
Tab. ANADOL,Tab. Galoa,0.7448,0.6364,0.8533,
Tab. Galoa,Tab. Maxiwa,0.7448,0.6364,0.8533,
Bionic,BONID,0.7444,0.6667,0.8222,
Feusiv,fusid,0.7444,0.6667,0.8222,
Folita,folive,0.7444,0.6667,0.8222,
Max Pro,Zymat Pro,0.7444,0.6667,0.8222,
Mervan,Merven-SR,0.7444,0.5556,0.9333,
Microgest,progest,0.7444,0.6667,0.8222,
Roxadex,Roxtal XP,0.7444,0.5556,0.9333,
Tb. Altaxc,Tb. Torax,0.7444,0.6000,0.8889,
Aorifip,Rofip,0.7440,0.5714,0.9167,
Econate,Kinate,0.7440,0.5714,0.9167,
Mups,Zo-mups,0.7440,0.5714,0.9167,
paveset,viset,0.7440,0.5714,0.9167,
Calboral Dx,coral-dx,0.7432,0.6364,0.8500,
Axim,Axim CV,0.7429,0.5714,0.9143,
coral cal,Micoral gel,0.7428,0.6364,0.8492,
Tab. Amitip,Tab. Anth,0.7420,0.6364,0.8476,
Cap. ESONEX,cap. Esprazo,0.7417,0.5833,0.9000,
cefotil,cefotil plus,0.7417,0.5833,0.9000,
Cinaron,Cinaron Plus,0.7417,0.5833,0.9000,
Dexin,Texit,0.7417,0.6000,0.8833,
Furotil,Furotil Plus,0.7417,0.5833,0.9000,
Nexc,Nexum,0.7417,0.6000,0.8833,
Profinex,prolix,0.7414,0.6250,0.8578,
Cora DX,corox,0.7413,0.5714,0.9111,
Linax,lnfilax,0.7413,0.5714,0.9111,
nerrion,Neurou,0.7413,0.5714,0.9111,
voltalin,Voltalin Syrup,0.7413,0.5714,0.9111,
Tab. CEEVIX,Tab. Etorx,0.7411,0.6364,0.8458,
Telfro max,Terbi max,0.7411,0.6000,0.8821,
Terbi max,Tesfro max,0.7411,0.6000,0.8821,
cefazid,ceftazidime,0.7404,0.6364,0.8444,
Cora DX,Kalorl Dx,0.7403,0.5556,0.9250,
Delfmz,Delfnj,0.7400,0.6667,0.8133,
Delfnj,Delfrz,0.7400,0.6667,0.8133,
radiflex,Rasiflep,0.7400,0.7500,0.7300,
Insulin R,Maxsulin R,0.7399,0.7000,0.7798,
Terbi max,Toramax,0.7397,0.5556,0.9238,
aneobex,Ascobex,0.7396,0.7143,0.7650,
cap. Fzsprazo,cap. Maxpro,0.7396,0.6154,0.8639,
Tab. Amitip,Tab. Deap,0.7394,0.5455,0.9333,
Escolex,Exlilex,0.7393,0.5714,0.9071,
nexe mvs,Nexemig,0.7392,0.6250,0.8533,
Deslong,Dezlo,0.7390,0.5714,0.9067,
Dexa,dexnaaf,0.7390,0.5714,0.9067,
Dexa,Dexnaat,0.7390,0.5714,0.9067,
Dexa,Dexnaof,0.7390,0.5714,0.9067,
Dexnaat,dextac,0.7390,0.5714,0.9067,
Dexnaat,Dextal,0.7390,0.5714,0.9067,
Doximev,Doxoven,0.7390,0.5714,0.9067,
Fexo,fexocon,0.7390,0.5714,0.9067,
Inderal,Indever,0.7390,0.5714,0.9067,
Inderen,Indiver,0.7390,0.5714,0.9067,
Inderen,Indover,0.7390,0.5714,0.9067,
Indo,Indover,0.7390,0.5714,0.9067,
Maxrin,moxilin,0.7390,0.5714,0.9067,
Medroxy,Metro,0.7390,0.5714,0.9067,
Nexe,Nexemig,0.7390,0.5714,0.9067,
Norim D,Norium,0.7390,0.5714,0.9067,
Bartrocin,Brodin,0.7389,0.5556,0.9222,
Gestin,Gestrenol,0.7389,0.5556,0.9222,
Geston,Gestrenol,0.7389,0.5556,0.9222,
Tab. Menoral,Tab. Normen,0.7389,0.5833,0.8944,
Calborul-D,Tb. Calboral-D,0.7381,0.6429,0.8333,
coral-dx,Corulcal-D,0.7378,0.6000,0.8756,
Cp Dexter,Dexter,0.7375,0.6667,0.8083,
Tab. Neobean,Tab. Normens,0.7375,0.5833,0.8917,
Calbo-D,Calboral,0.7367,0.6250,0.8483,
Calbon,Calboral,0.7367,0.6250,0.8483,
Histacin,Histal,0.7367,0.6250,0.8483,
Histacin,Histat,0.7367,0.6250,0.8483,
telmacal,Telmiva,0.7367,0.6250,0.8483,
Telmiaip,Telmivas,0.7367,0.6250,0.8483,
Telmidip,Telmiva,0.7367,0.6250,0.8483,
Telmiva,Telmocal,0.7367,0.6250,0.8483,
Tab. Galoa,Tab. Naprox,0.7365,0.6364,0.8367,
cefotil plus,Tab. cifotil plus,0.7364,0.6471,0.8258,
Becobion,Neobion,0.7361,0.7500,0.7222,
Naprosin Plus,Tab. Naprosyn Plus,0.7361,0.6667,0.8056,
Cetinol forte,Rafino Forte,0.7360,0.6923,0.7798,
Mesacol,metaconil,0.7358,0.6667,0.8050,
Scryel,Sergel,0.7358,0.6667,0.8050,
Sucsef,Svcset,0.7358,0.6667,0.8050,
Tevox,Trerox,0.7358,0.6667,0.8050,
Tnaxyl,Traxy,0.7358,0.6667,0.8050,
Carulcal D,Coralgue D,0.7357,0.5000,0.9714,
Demoxiclav,Dexila,0.7357,0.6000,0.8714,
Rasiflep,Rausiflex Plus,0.7357,0.5714,0.9000,
Fenix,Frenxil,0.7357,0.5714,0.9000,
Fenix,Frenxit,0.7357,0.5714,0.9000,
fimix,Flamfix,0.7357,0.5714,0.9000,
nexe mvs,Nexum Mups,0.7347,0.6000,0.8694,
Coragu-D,coral-dx,0.7347,0.6250,0.8444,
coral rd,coral-dx,0.7347,0.6250,0.8444,
Tab. CEEVIX,Tab. cifotil,0.7345,0.5833,0.8857,
Tab. Menoral,Tb. Mccol,0.7345,0.5833,0.8857,
cap. Dexilend,Cp Dexter,0.7345,0.5385,0.9306,
Cefaxine,Ceftadixime,0.7344,0.6364,0.8324,
acron,axon,0.7333,0.6000,0.8667,
Alben,Algin,0.7333,0.6000,0.8667,
Alben,Alrin,0.7333,0.6000,0.8667,
Alcet,Alect,0.7333,0.6000,0.8667,
bactrocin,Bicozin,0.7333,0.5556,0.9111,
Bactrosin,Bicozin,0.7333,0.5556,0.9111,
Bexitrol,Bexter,0.7333,0.5000,0.9667,
Bilax,Billi,0.7333,0.6000,0.8667,
cap. Esprazo,cap. Maxpro,0.7333,0.5833,0.8833,
Folzin-Cl,Volinac,0.7333,0.5556,0.9111,
geolan,Geoton,0.7333,0.6667,0.8000,
Maxuline-R,moxilin,0.7333,0.5000,0.9667,
megaba,miraba,0.7333,0.6667,0.8000,
Naporx,Naproxen,0.7333,0.5000,0.9667,
Nonum,Norium,0.7333,0.6667,0.8000,
Torax,Tory,0.7333,0.6000,0.8667,
Torex,Tory,0.7333,0.6000,0.8667,
Torix,Tory,0.7333,0.6000,0.8667,
Vineet,viset,0.7333,0.6667,0.8000,
Microgcofi,Microgurt,0.7333,0.6000,0.8667,
Amlocal,Avloclav,0.7325,0.6250,0.8400,
deflaxen,Delcalen,0.7325,0.6250,0.8400,
latilax,lulrilax,0.7325,0.6250,0.8400,
Lubilex,lulrilax,0.7325,0.6250,0.8400,
Lubilox,lulrilax,0.7325,0.6250,0.8400,
lufilox,lulrilax,0.7325,0.6250,0.8400,
Neurou,Neuroxen,0.7325,0.6250,0.8400,
Bilan,Bildent,0.7324,0.5714,0.8933,
Bildent,Bilon,0.7324,0.5714,0.8933,
Bilon,Biltant,0.7324,0.5714,0.8933,
Creston,criptin,0.7324,0.5714,0.8933,
Duralax,Toramax,0.7324,0.5714,0.8933,
emi-xit,Emistat,0.7324,0.5714,0.8933,
flemex,Fluelox,0.7324,0.5714,0.8933,
Flubex,Fluelox,0.7324,0.5714,0.8933,
liberts,libott,0.7324,0.5714,0.8933,
Libidex,Lubilax,0.7324,0.5714,0.8933,
Libidex,Lubilox,0.7324,0.5714,0.8933,
ossica,ostocal,0.7324,0.5714,0.8933,
Calboral D,Carulcal D,0.7321,0.6000,0.8643,
Faropew,Fasopen,0.7321,0.7143,0.7500,
Ncotion,Neobion,0.7321,0.7143,0.7500,
Neobion,Nervion,0.7321,0.7143,0.7500,
Neopem,Nesotem,0.7321,0.7143,0.7500,
Lacto,Lactomone,0.7311,0.5556,0.9067,
Lacto,Lactomore,0.7311,0.5556,0.9067,
Tab. Deap,Tab. Rupa,0.7311,0.5556,0.9067,
Terbia,Terbikill,0.7311,0.5556,0.9067,
Anset,Anstouit,0.7300,0.5000,0.9600,
Deixl,Dexlor,0.7300,0.5000,0.9600,
demelon,Temlonil,0.7300,0.5000,0.9600,
Dexila,Dexlor,0.7300,0.5000,0.9600,
Drexy,Traxyl,0.7300,0.5000,0.9600,
Drexy,Troxyf,0.7300,0.5000,0.9600,
Nexmig,Nexum,0.7300,0.5000,0.9600,
Solupred,Xolpro,0.7300,0.5000,0.9600,
soluprud,Xolpro,0.7300,0.5000,0.9600,
Torax,Traxyl,0.7300,0.5000,0.9600,
Avolac,Famolack,0.7292,0.6250,0.8333,
Ciponaal,ponsal,0.7292,0.6250,0.8333,
Dekalin,Neugalin,0.7292,0.6250,0.8333,
Derolon,Neurolin,0.7292,0.6250,0.8333,
Cefaxine,Cefuroxime,0.7289,0.6000,0.8578,
coral rd,Coralex DX,0.7287,0.6000,0.8574,
Ansulin,Insulin R,0.7286,0.6667,0.7905,
Endever,Indever f,0.7286,0.6667,0.7905,
Terbi max,Texfro max,0.7286,0.6000,0.8571,
Delfnj,Delfxz,0.7283,0.6667,0.7900,
microges,Microgurt,0.7283,0.6667,0.7900,
Telmicard,Telmivas,0.7283,0.6667,0.7900,
Fixcef,Fixcef Plus,0.7283,0.5455,0.9111,
Fixcef Plus,Fixcel,0.7283,0.5455,0.9111,
flemex,Flemex Plus,0.7283,0.5455,0.9111,
Pronex,Pronex Mups,0.7283,0.5455,0.9111,
Tab. Amitip,Tab. Epitra,0.7282,0.6364,0.8200,
Naproxen,Nopxon,0.7278,0.5000,0.9556,
Comlricid,Glicid,0.7278,0.5556,0.9000,
turboclav,tyclav,0.7278,0.5556,0.9000,
Arth,Arth An,0.7274,0.5714,0.8833,
Farpev,Feropen,0.7274,0.5714,0.8833,
fenisen,Fensiv,0.7274,0.5714,0.8833,
Hastaol,Histat,0.7274,0.5714,0.8833,
linatab,Lindac,0.7274,0.5714,0.8833,
Montair,Montene,0.7274,0.5714,0.8833,
Pirulin,Proliv,0.7274,0.5714,0.8833,
Revarol,Revert,0.7274,0.5714,0.8833,
Roseton,Rostil,0.7274,0.5714,0.8833,
Sidobac,sodibar,0.7274,0.5714,0.8833,
Sindala,Syndopa,0.7274,0.5714,0.8833,
Trilock,Triolon,0.7274,0.5714,0.8833,
Tab. CEEVIX,Tab. Flamex,0.7269,0.5455,0.9083,
Tab. Naprox,Tb. Torax,0.7269,0.5455,0.9083,
Neurobest,Neuroxen,0.7267,0.6667,0.7867,
Colistin,Glasin,0.7267,0.5000,0.9533,
Deixil,Dextal,0.7267,0.5000,0.9533,
Deixl,Dextal,0.7267,0.5000,0.9533,
Deuxil,Dextal,0.7267,0.5000,0.9533,
Dexila,Dextal,0.7267,0.5000,0.9533,
Fexit,Fixgut,0.7267,0.5000,0.9533,
Hemofir FZ,Hemofix,0.7267,0.6000,0.8533,
Indever,Indooref,0.7267,0.5000,0.9533,
Indiver,Indooref,0.7267,0.5000,0.9533,
Nexc,Nexmig,0.7267,0.5000,0.9533,
Paloven,Pelverin,0.7267,0.5000,0.9533,
Revatol,Rivotril,0.7267,0.5000,0.9533,
Revital,Rivotril,0.7267,0.5000,0.9533,
alafix,Flamfix,0.7266,0.7143,0.7389,
Nexum Mups,Seruh Mups,0.7264,0.7000,0.7528,
Tab. clacido,Tab. Flamex,0.7264,0.5833,0.8694,
Peridon,Periodontitis,0.7264,0.5385,0.9143,
Amikacin,Amilin,0.7258,0.6250,0.8267,
Angilock,Ansilou,0.7258,0.6250,0.8267,
Arlila,Arsiloca,0.7258,0.6250,0.8267,
Arsiloca,artica,0.7258,0.6250,0.8267,
Brezofil,Brodil,0.7258,0.6250,0.8267,
Calboral,calcor,0.7258,0.6250,0.8267,
Calboral,Calnor,0.7258,0.6250,0.8267,
Calcor-D,Calnor,0.7258,0.6250,0.8267,
Cefaxine,cefazid,0.7258,0.6250,0.8267,
Furocef,Furoclav,0.7258,0.6250,0.8267,
Furoclav,furonaaf,0.7258,0.6250,0.8267,
Palonron,Paloven,0.7258,0.6250,0.8267,
Profen,propenta,0.7258,0.6250,0.8267,
algecal,Amlocal,0.7257,0.5714,0.8800,
Cefrid,Ceftron,0.7257,0.5714,0.8800,
ciprox,zithrox,0.7257,0.5714,0.8800,
Cridip,criptin,0.7257,0.5714,0.8800,
Doxoven,Duloxen,0.7257,0.5714,0.8800,
latilax,Lubilex,0.7257,0.5714,0.8800,
latilax,Lubilox,0.7257,0.5714,0.8800,
latilax,lufilox,0.7257,0.5714,0.8800,
latilax,Lwfilex,0.7257,0.5714,0.8800,
Libidex,Limbix,0.7257,0.5714,0.8800,
Lubilax,Lwfilex,0.7257,0.5714,0.8800,
Lubilox,Lwfilex,0.7257,0.5714,0.8800,
lutilax,Lwfilex,0.7257,0.5714,0.8800,
Peridon,Prindof,0.7257,0.5714,0.8800,
Pregmos,premac,0.7257,0.5714,0.8800,
